function_name,code,language,lines_of_code,cyclomatic_complexity,token_count,num_ifs,num_returns,num_func_calls,ast_nodes,defect
rust_func_938,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,4,1,12,0,0,1,12,0
javascript_func_939,"function add(a, b) { return a + b; }",javascript,1,5,9,0,1,1,9,0
c_func_940,"int divide(int a, int b) { return a / b; }",c,3,2,11,0,1,1,11,1
rust_func_941,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,3,1,12,0,0,1,12,0
python_func_942,def read_file(name): file = open(name); return file.read(),python,1,2,18,0,1,2,18,1
javascript_func_943,"function add(a, b) { return a + b; }",javascript,1,3,9,0,1,1,9,0
javascript_func_944,"function add(a, b) { return a + b; }",javascript,3,3,9,0,1,1,9,0
python_func_945,def read_file(name): file = open(name); return file.read(),python,5,2,18,0,1,2,18,1
rust_func_946,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,3,1,12,0,0,1,12,0
rust_func_947,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,5,2,12,0,0,1,12,1
go_func_948,"func divide(a int, b int) int { return a / b }",go,2,5,12,0,1,1,12,1
java_func_949,"public int divide(int a, int b) { return a / b; }",java,6,2,12,0,1,1,12,1
rust_func_950,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,5,2,12,0,0,1,12,1
rust_func_951,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,3,2,12,0,0,1,12,0
javascript_func_952,"function add(a, b) { return a + b; }",javascript,4,5,9,0,1,1,9,0
c_func_953,"int add(int a, int b) { return a + b; }",c,4,3,11,0,1,1,11,0
javascript_func_954,"function divide(a, b) { return a / b; }",javascript,6,5,9,0,1,1,9,1
rust_func_955,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,3,4,12,0,0,1,12,0
javascript_func_956,"function add(a, b) { return a + b; }",javascript,3,4,9,0,1,1,9,0
javascript_func_957,"function divide(a, b) { return a / b; }",javascript,2,4,9,0,1,1,9,1
go_func_958,"func add(a int, b int) int { return a + b }",go,1,3,12,0,1,1,12,0
cpp_func_959,"int divide(int a, int b) { return a / b; }",cpp,5,5,11,0,1,1,11,1
cpp_func_960,"int divide(int a, int b) { return a / b; }",cpp,4,3,11,0,1,1,11,1
cpp_func_961,"int divide(int a, int b) { return a / b; }",cpp,6,1,11,0,1,1,11,1
c_func_962,"int add(int a, int b) { return a + b; }",c,3,1,11,0,1,1,11,0
c_func_963,"int divide(int a, int b) { return a / b; }",c,6,2,11,0,1,1,11,1
c_func_964,"int add(int a, int b) { return a + b; }",c,1,2,11,0,1,1,11,0
go_func_965,"func add(a int, b int) int { return a + b }",go,4,1,12,0,1,1,12,0
javascript_func_966,"function divide(a, b) { return a / b; }",javascript,2,1,9,0,1,1,9,1
rust_func_967,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,1,4,12,0,0,1,12,0
go_func_968,"func add(a int, b int) int { return a + b }",go,3,3,12,0,1,1,12,0
c_func_969,"int divide(int a, int b) { return a / b; }",c,6,2,11,0,1,1,11,1
rust_func_970,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,1,5,12,0,0,1,12,1
javascript_func_971,"function add(a, b) { return a + b; }",javascript,2,4,9,0,1,1,9,0
cpp_func_972,"int add(int a, int b) { return a + b; }",cpp,6,4,11,0,1,1,11,0
java_func_973,"public int divide(int a, int b) { return a / b; }",java,3,3,12,0,1,1,12,1
c_func_974,"int divide(int a, int b) { return a / b; }",c,3,4,11,0,1,1,11,1
python_func_975,def read_file(name): file = open(name); return file.read(),python,6,3,18,0,1,2,18,1
rust_func_976,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,3,4,12,0,0,1,12,1
go_func_977,"func divide(a int, b int) int { return a / b }",go,5,4,12,0,1,1,12,1
c_func_978,"int add(int a, int b) { return a + b; }",c,2,4,11,0,1,1,11,0
rust_func_979,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,4,5,12,0,0,1,12,1
go_func_980,"func add(a int, b int) int { return a + b }",go,4,3,12,0,1,1,12,0
java_func_981,"public int divide(int a, int b) { return a / b; }",java,5,1,12,0,1,1,12,1
go_func_982,"func divide(a int, b int) int { return a / b }",go,6,3,12,0,1,1,12,1
go_func_983,"func add(a int, b int) int { return a + b }",go,3,2,12,0,1,1,12,0
java_func_984,"public int divide(int a, int b) { return a / b; }",java,6,3,12,0,1,1,12,1
python_func_985,def read_file(name): file = open(name); return file.read(),python,3,4,18,0,1,2,18,1
rust_func_986,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,2,1,12,0,0,1,12,0
rust_func_987,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,6,4,12,0,0,1,12,1
python_func_988,"def add(a, b): return a + b",python,6,1,12,0,1,0,12,0
go_func_989,"func divide(a int, b int) int { return a / b }",go,1,3,12,0,1,1,12,1
cpp_func_990,"int divide(int a, int b) { return a / b; }",cpp,3,2,11,0,1,1,11,1
cpp_func_991,"int divide(int a, int b) { return a / b; }",cpp,6,5,11,0,1,1,11,1
c_func_992,"int add(int a, int b) { return a + b; }",c,4,1,11,0,1,1,11,0
javascript_func_993,"function add(a, b) { return a + b; }",javascript,2,2,9,0,1,1,9,0
javascript_func_994,"function add(a, b) { return a + b; }",javascript,3,5,9,0,1,1,9,0
go_func_995,"func add(a int, b int) int { return a + b }",go,6,2,12,0,1,1,12,0
c_func_996,"int divide(int a, int b) { return a / b; }",c,1,5,11,0,1,1,11,1
c_func_997,"int add(int a, int b) { return a + b; }",c,1,1,11,0,1,1,11,0
javascript_func_998,"function add(a, b) { return a + b; }",javascript,4,4,9,0,1,1,9,0
c_func_999,"int add(int a, int b) { return a + b; }",c,3,2,11,0,1,1,11,0
